first_fighter,second_fighter,result_1,result_2,date 
Rani-Yahya,Michinori-Tanaka,Win,Loss,2016-09-25
Jussier-Formiga,Dustin-Ortiz,Win,Loss,2016-09-25
Erick-Silva,Luan-Chagas,Win,Loss,2016-09-25
Alan-Patrick,Stevie-Ray,Win,Loss,2016-09-25
Vicente-Luque,Hector-Urbina,Win,Loss,2016-09-25
Glaico-Franca,Gregor-Gillespie,Loss,Win,2016-09-25
John-Lineker,John-Dodson,Win,Loss,2016-10-02
Will-Brooks,Alex-Oliveira,Loss,Win,2016-10-02
Joshua-Burkman,Zak-Ottow,Loss,Win,2016-10-02
Louis-Smolka,Brandon-Moreno,Loss,Win,2016-10-02
,Joachim-Christensen,Win,Loss,2016-10-02
Hacran-Dias,Andre-Fili,Loss,Win,2016-10-02
Shamil-Abdurakhimov,Walt-Harris,Win,Loss,2016-10-02
Keita-Nakamura,Elizeu-dos Santos,Loss,Win,2016-10-02
Nate-Marquardt,Tamdan-McCrory,Win,Loss,2016-10-02
Jonathan-Wilson,Ion-Cutelaba,Loss,Win,2016-10-02
Cody-East,Curtis-Blaydes,Loss,Win,2016-10-02
Kelly-Faszholz,Ketlen-Vieira,Loss,Win,2016-10-02
Michael-Bisping,Dan-Henderson,Win,Loss,2016-10-09
Vitor-Belfort,Gegard-Mousasi,Loss,Win,2016-10-09
Ovince-Saint Preux,Jimi-Manuwa,Loss,Win,2016-10-09
Stefan-Struve,Daniel-Omielanczuk,Win,Loss,2016-10-09
Mirsad-Bektic,Russell-Doane,Win,Loss,2016-10-09
Brad-Pickett,Iuri-Alcantara,Loss,Win,2016-10-09
Davey-Grant,Damian-Stasiak,Loss,Win,2016-10-09
Leon-Edwards,Albert-Tumenov,Win,Loss,2016-10-09
Lukasz-Sajewski,Marc-Diakiese,Loss,Win,2016-10-09
Danny-Roberts,Mike-Perry,Loss,Win,2016-10-09
Leonardo-Santos,Adriano-Martins,Win,Loss,2016-10-09
Ricardo-Lamas,BJ-Penn,,,2016-10-15
Derrick-Lewis,Marcin-Tybura,,,2016-10-15
Jenel-Lausa,Yao-Zhikui,,,2016-10-15
Cole-Miller,Mizuto-Hirota,,,2016-10-15
Sam-Alvey,Alex-Nicholson,,,2016-10-15
Jon-Tuck,Alexander-Volkanovski,,,2016-10-15
Dongi-Yang,Ryan-Janes,,,2016-10-15
Seohee-Ham,Danielle-Taylor,,,2016-10-15
James-Moontasri,Alex-Morono,,,2016-10-15
Kyoji-Horiguchi,Ali-Bagautinov,,,2016-10-15
Damir-Hadzovic,Yusuke-Kasuya,,,2016-10-15
Ricardo-Lamas,BJ-Penn,,,2016-10-16
Derrick-Lewis,Marcin-Tybura,,,2016-10-16
Jenel-Lausa,Yao-Zhikui,,,2016-10-16
Cole-Miller,Mizuto-Hirota,,,2016-10-16
Sam-Alvey,Alex-Nicholson,,,2016-10-16
Kyoji-Horiguchi,Ali-Bagautinov,,,2016-10-16
Jon-Tuck,Alexander-Volkanovski,,,2016-10-16
Dongi-Yang,Ryan-Janes,,,2016-10-16
Seohee-Ham,Danielle-Taylor,,,2016-10-16
James-Moontasri,Alex-Morono,,,2016-10-16
Damir-Hadzovic,Yusuke-Kasuya,,,2016-10-16
Rafael-Dos Anjos,Tony-Ferguson,Loss,Win,2016-11-06
Diego-Sanchez,Marcin-Held,Win,Loss,2016-11-06
Ricardo-Lamas,Charles-Oliveira,Win,Loss,2016-11-06
Martin-Bravo,Claudio-Puelles,Win,Loss,2016-11-06
Beneil-Dariush,Rashid-Magomedov,Win,Loss,2016-11-06
Alexa-Grasso,Heather Jo-Clark,Win,Loss,2016-11-06
Erik-Perez,Felipe-Arantes,Win,Loss,2016-11-06
,Joe-Soto,Loss,Win,2016-11-06
Erick-Montano,Max-Griffin,Loss,Win,2016-11-06
Henry-Briones,Douglas-Silva de Andrade,Loss,Win,2016-11-06
Sam-Alvey,Alex-Nicholson,Win,Loss,2016-11-06
Marco Polo-Reyes,Jason-Novelli,Win,Loss,2016-11-06
Enrique-Barzola,Chris-Avila,Win,Loss,2016-11-06
Eddie-Alvarez,Conor-McGregor,Loss,Win,2016-11-13
Tyron-Woodley,Stephen-Thompson,Draw,Draw,2016-11-13
Joanna-Jedrzejczyk,Karolina-Kowalkiewicz,Win,Loss,2016-11-13
Chris-Weidman,Yoel-Romero,Loss,Win,2016-11-13
Miesha-Tate,Raquel-Pennington,Loss,Win,2016-11-13
Frankie-Edgar,Jeremy-Stephens,Win,Loss,2016-11-13
Khabib-Nurmagomedov,Michael-Johnson,Win,Loss,2016-11-13
Rafael-Natal,Tim-Boetsch,Loss,Win,2016-11-13
Vicente-Luque,Belal-Muhammad,Win,Loss,2016-11-13
Jim-Miller,Thiago-Alves,Win,Loss,2016-11-13
Liz-Carmouche,Katlyn-Chookagian,Win,Loss,2016-11-13
Gegard-Mousasi,Uriah-Hall,Win,Loss,2016-11-19
Ross-Pearson,Stevie-Ray,Loss,Win,2016-11-19
Timothy-Johnson,Alexander-Volkov,Loss,Win,2016-11-19
Artem-Lobov,Teruto-Ishihara,Win,Loss,2016-11-19
Magnus-Cedenblad,Jack-Marshman,Loss,Win,2016-11-19
Kyoji-Horiguchi,Ali-Bagautinov,Win,Loss,2016-11-19
Kevin-Lee,Magomed-Mustafaev,Win,Loss,2016-11-19
Anna-Elmose,Amanda-Cooper,Loss,Win,2016-11-19
Justin-Ledet,Mark-Godbeer,Win,Loss,2016-11-19
Zak-Cummings,Alexander-Yakovlev,Win,Loss,2016-11-19
Marion-Reneau,Milana-Dudieva,Win,Loss,2016-11-19
Brett-Johns,Kwan Ho-Kwak,Win,Loss,2016-11-19
Charlie-Ward,Abdul Razak-Alhassan,Loss,Win,2016-11-19
Ryan-Bader,Antonio Rogerio-Nogueira,Win,Loss,2016-11-20
Thomas-Almeida,Albert-Morales,Win,Loss,2016-11-20
Claudia-Gadelha,Cortney-Casey,Win,Loss,2016-11-20
Thales-Leites,Krzysztof-Jotko,Loss,Win,2016-11-20
Warlley-Alves,Kamaru-Usman,Loss,Win,2016-11-20
Sergio-Moraes,Zak-Ottow,Win,Loss,2016-11-20
Cezar-Ferreira,Jack-Hermansson,Win,Loss,2016-11-20
Marcos Rogerio-De Lima,Gadzhimurad-Antigulov,Loss,Win,2016-11-20
Johnny-Eduardo,Manny-Gamburyan,Win,Loss,2016-11-20
Luis-Henrique,Christian-Colombo,Win,Loss,2016-11-20
Pedro-Munhoz,Justin-Scoggins,Win,Loss,2016-11-20
Francimar-Barroso,Darren-Stewart,Loss,Win,2016-11-20
Robert-Whittaker,Derek-Brunson,Win,Loss,2016-11-26
Jake-Matthews,Andrew-Holbrook,Loss,Win,2016-11-26
Kyle-Noke,Omari-Akhmedov,Loss,Win,2016-11-26
Yusuke-Kasuya,Alexander-Volkanovski,Loss,Win,2016-11-26
Khalil-Rountree Jr.,Tyson-Pedro,Loss,Win,2016-11-26
Seohee-Ham,Danielle-Taylor,Loss,Win,2016-11-26
Daniel-Kelly,Chris-Camozzi,Win,Loss,2016-11-26
Damien-Brown,Jon-Tuck,Win,Loss,2016-11-26
Rich-Walsh,Jonathan-Meunier,Loss,Win,2016-11-26
Ben-Nguyen,Geane-Herrera,Win,Loss,2016-11-26
Dan-Hooker,Jason-Knight,Loss,Win,2016-11-26
Marlon-Vera,Ning-Guangyou,Win,Loss,2016-11-26
Yao-Zhikui,Jenel-Lausa,Loss,Win,2016-11-26
Demetrious-Johnson,Tim-Elliott,Win,Loss,2016-12-04
Joseph-Benavidez,Henry-Cejudo,Win,Loss,2016-12-04
Jake-Ellenberger,Jorge-Masvidal,Loss,Win,2016-12-04
Ion-Cutelaba,Jared-Cannonier,Loss,Win,2016-12-04
Sara-McMann,Alexis-Davis,Win,Loss,2016-12-04
Brandon-Moreno,Ryan-Benoit,Win,Loss,2016-12-04
Gray-Maynard,Ryan-Hall,Loss,Win,2016-12-04
Rob-Font,Matt-Schnell,Win,Loss,2016-12-04
Kailin-Curran,Jamie-Moyle,Loss,Win,2016-12-04
Joshua-Stansbury,Devin-Clark,Loss,Win,2016-12-04
Dong Hyun-Ma,Brendan-O'Reilly,Win,Loss,2016-12-04
Elvis-Mutapcic,Anthony-Smith,Loss,Win,2016-12-04
Derrick-Lewis,Shamil-Abdurakhimov,Win,Loss,2016-12-10
Francis-Ngannou,Anthony-Hamilton,Win,Loss,2016-12-10
Corey-Anderson,Sean-O'Connell,Win,Loss,2016-12-10
Gian-Villante,Saparbeg-Safarov,Win,Loss,2016-12-10
Justine-Kish,Ashley-Yoder,Win,Loss,2016-12-10
Randy-Brown,Brian-Camozzi,Win,Loss,2016-12-10
Joe-Gigliotti,Gerald-Meerschaert,Loss,Win,2016-12-10
Andrew-Sanchez,Trevor-Smith,Win,Loss,2016-12-10
Tiago-Trator,Shane-Burgos,Loss,Win,2016-12-10
Frankie-Perez,Marc-Diakiese,Loss,Win,2016-12-10
Keith-Berish,Ryan-Janes,Loss,Win,2016-12-10
Juliana-Lima,JJ-Aldrich,Win,Loss,2016-12-10
Max-Holloway,Anthony-Pettis,Win,Loss,2016-12-11
Donald-Cerrone,Matt-Brown,Win,Loss,2016-12-11
Cub-Swanson,Dooho-Choi,Win,Loss,2016-12-11
Tim-Kennedy,Kelvin-Gastelum,Loss,Win,2016-12-11
Jordan-Mein,Emil-Meek,Loss,Win,2016-12-11
Nikita-Krylov,Misha-Cirkunov,Loss,Win,2016-12-11
Olivier-Aubin-Mercier,Drew-Dober,Win,Loss,2016-12-11
Valerie-Letourneau,Viviane-Pereira,Loss,Win,2016-12-11
Mitch-Gagnon,Matthew-Lopez,Loss,Win,2016-12-11
John-Makdessi,Lando-Vannata,Loss,Win,2016-12-11
Jason-Saggo,Rustam-Khabilov,Loss,Win,2016-12-11
Zach-Makovsky,Dustin-Ortiz,Loss,Win,2016-12-11
Paige-VanZant,Michelle-Waterson,Loss,Win,2016-12-18
Sage-Northcutt,Mickey-Gall,Loss,Win,2016-12-18
Urijah-Faber,Brad-Pickett,Win,Loss,2016-12-18
Alan-Jouban,Mike-Perry,Win,Loss,2016-12-18
,Paul-Craig,Loss,Win,2016-12-18
Cole-Miller,Mizuto-Hirota,Loss,Win,2016-12-18
Bryan-Barberena,Colby-Covington,Loss,Win,2016-12-18
James-Moontasri,Alex-Morono,Loss,Win,2016-12-18
Josh-Emmett,Scott-Holtzman,Win,Loss,2016-12-18
Leslie-Smith,Irene-Aldana,Win,Loss,2016-12-18
Eddie-Wineland,Takeya-Mizugaki,Win,Loss,2016-12-18
Hector-Sandoval,Fredy-Serrano,Win,Loss,2016-12-18
Bojan-Velickovic,Sultan-Aliev,Loss,Win,2016-12-18
Amanda-Nunes,Ronda-Rousey,Win,Loss,2016-12-31
Dominick-Cruz,Cody-Garbrandt,Loss,Win,2016-12-31
TJ-Dillashaw,John-Lineker,Win,Loss,2016-12-31
Dong Hyun-Ma,Tarec-Saffiedine,Win,Loss,2016-12-31
Louis-Smolka,Ray-Borg,Loss,Win,2016-12-31
Johny-Hendricks,Neil-Magny,Loss,Win,2016-12-31
Antonio-Carlos Junior,Marvin-Vettori,Win,Loss,2016-12-31
Mike-Pyle,Alex-Garcia,Loss,Win,2016-12-31
Brandon-Thatch,Niko-Price,Loss,Win,2016-12-31
Alex-Oliveira,Tim-Means,,,2016-12-31
Yair-Rodriguez,BJ-Penn,Win,Loss,2017-01-16
Joe-Lauzon,Marcin-Held,Win,Loss,2017-01-16
Court-McGee,Ben-Saunders,Loss,Win,2017-01-16
John-Moraga,Sergio-Pettis,Loss,Win,2017-01-16
Devin-Powell,Drakkar-Klose,Loss,Win,2017-01-16
Frankie-Saenz,Augusto-Mendes,Loss,Win,2017-01-16
Aleksei-Oleinik,Viktor-Pesta,Win,Loss,2017-01-16
Anthony Rocco-Martin,Alex-White,Win,Loss,2017-01-16
Jocelyn-Jones-Lybarger,Nina-Nunes,Loss,Win,2017-01-16
Walt-Harris,Chase-Sherman,Win,Loss,2017-01-16
Bojan-Mihajlovic,Joachim-Christensen,Loss,Win,2017-01-16
Dmitrii-Smoliakov,Cyril-Asker,Loss,Win,2017-01-16
Valentina-Shevchenko,Julianna-Peña,Win,Loss,2017-01-29
Donald-Cerrone,Jorge-Masvidal,Loss,Win,2017-01-29
Andrei-Arlovski,Francis-Ngannou,Loss,Win,2017-01-29
Alex-Caceres,Jason-Knight,Loss,Win,2017-01-29
Nate-Marquardt,Sam-Alvey,Loss,Win,2017-01-29
Raphael-Assuncao,Aljamain-Sterling,Win,Loss,2017-01-29
Bobby-Nash,Li-Jingliang,Loss,Win,2017-01-29
,Jordan-Johnson,Loss,Win,2017-01-29
Eric-Spicely,Alessio-Di Chirico,Win,Loss,2017-01-29
Marcos Rogerio-De Lima,Jeremy-Kimball,Win,Loss,2017-01-29
Alexandre-Pantoja,Eric-Shelton,Win,Loss,2017-01-29
Jason-Gonzalez,J.C.-Cottrell,Win,Loss,2017-01-29
Dennis-Bermudez,Chan Sung-Jung,Loss,Win,2017-02-05
Alexa-Grasso,Felice-Herrig,Loss,Win,2017-02-05
Abel-Trujillo,James-Vick,Loss,Win,2017-02-05
Ovince-Saint Preux,Volkan-Oezdemir,Loss,Win,2017-02-05
Anthony-Hamilton,Marcel-Fortuna,Loss,Win,2017-02-05
Jessica-Andrade,Angela-Hill,Win,Loss,2017-02-05
Adam-Milstead,Curtis-Blaydes,Loss,Win,2017-02-05
Chas-Skelly,Chris-Gruetzemacher,Win,Loss,2017-02-05
Ricardo-Ramos,Michinori-Tanaka,Win,Loss,2017-02-05
Tecia-Torres,Bec-Rawlings,Win,Loss,2017-02-05
Alex-Morono,Niko-Price,Loss,Win,2017-02-05
,Khalil-Rountree Jr.,Loss,Win,2017-02-05
Holly-Holm,Germaine-de Randamie,Loss,Win,2017-02-12
Anderson-Silva,Derek-Brunson,Win,Loss,2017-02-12
Ronaldo-Souza,Tim-Boetsch,Win,Loss,2017-02-12
Glover-Teixeira,Jared-Cannonier,Win,Loss,2017-02-12
Dustin-Poirier,Jim-Miller,Win,Loss,2017-02-12
Randy-Brown,Belal-Muhammad,Loss,Win,2017-02-12
Wilson-Reis,Ulka-Sasaki,Win,Loss,2017-02-12
Nik-Lentz,Islam-Makhachev,Loss,Win,2017-02-12
Ricky-Glenn,Phillipe-Nover,Win,Loss,2017-02-12
Ryan-LaFlare,Roan-Carneiro,Win,Loss,2017-02-12
Derrick-Lewis,Travis-Browne,Win,Loss,2017-02-20
Johny-Hendricks,Hector-Lombard,Win,Loss,2017-02-20
Sam-Sicilia,Gavin-Tucker,Loss,Win,2017-02-20
Elias-Theodorou,Cezar-Ferreira,Win,Loss,2017-02-20
Sara-McMann,Gina-Mazany,Win,Loss,2017-02-20
Paul-Felder,Alessandro-Ricci,Win,Loss,2017-02-20
Nordine-Taleb,Santiago-Ponzinibbio,Loss,Win,2017-02-20
Carla-Esparza,Randa-Markos,Loss,Win,2017-02-20
Aiemann-Zahabi,Reginaldo-Vieira,Win,Loss,2017-02-20
Jack-Marshman,Thiago-Santos,Loss,Win,2017-02-20
Gerald-Meerschaert,Ryan-Janes,Win,Loss,2017-02-20
Tyron-Woodley,Stephen-Thompson,Win,Loss,2017-03-05
Lando-Vannata,David-Teymur,Loss,Win,2017-03-05
Rashad-Evans,Daniel-Kelly,Loss,Win,2017-03-05
Amanda-Cooper,Cynthia-Calvillo,Loss,Win,2017-03-05
Alistair-Overeem,Mark-Hunt,Win,Loss,2017-03-05
Marcin-Tybura,Luis-Henrique,Win,Loss,2017-03-05
Mirsad-Bektic,Darren-Elkins,Loss,Win,2017-03-05
Iuri-Alcantara,Luke-Sanders,Win,Loss,2017-03-05
Mark-Godbeer,Daniel-Spitz,Win,Loss,2017-03-05
Tyson-Pedro,Paul-Craig,Win,Loss,2017-03-05
Albert-Morales,Andre-Soukhamthath,Win,Loss,2017-03-05
Vitor-Belfort,Kelvin-Gastelum,Loss,Win,2017-03-12
Mauricio-Rua,Gian-Villante,Win,Loss,2017-03-12
Edson-Barboza,Beneil-Dariush,Win,Loss,2017-03-12
Jussier-Formiga,Ray-Borg,Loss,Win,2017-03-12
Bethe-Correia,Marion-Reneau,,,2017-03-12
Alex-Oliveira,Tim-Means,Win,Loss,2017-03-12
Francisco-Trinaldo,Kevin-Lee,Loss,Win,2017-03-12
Sergio-Moraes,Davi-Ramos,Win,Loss,2017-03-12
Rani-Yahya,Joe-Soto,Loss,Win,2017-03-12
Michel-Prazeres,Joshua-Burkman,Win,Loss,2017-03-12
,Jeremy-Kennedy,Loss,Win,2017-03-12
Garreth-McLellan,Paulo-Costa,Loss,Win,2017-03-12
Jimi-Manuwa,Corey-Anderson,Win,Loss,2017-03-18
Gunnar-Nelson,Alan-Jouban,Win,Loss,2017-03-18
Brad-Pickett,Marlon-Vera,Loss,Win,2017-03-18
Arnold-Allen,Makwan-Amirkhani,Win,Loss,2017-03-18
Joe-Duffy,Reza-Madadi,Win,Loss,2017-03-18
Darren-Stewart,Francimar-Barroso,Loss,Win,2017-03-18
Daniel-Omielanczuk,Timothy-Johnson,Loss,Win,2017-03-18
Leon-Edwards,Vicente-Luque,Win,Loss,2017-03-18
Marc-Diakiese,Teemu-Packalen,Win,Loss,2017-03-18
Bradley-Scott,Scott-Askham,Win,Loss,2017-03-18
Lina-Lansberg,Lucie-Pudilova,Win,Loss,2017-03-18
Daniel-Cormier,Anthony-Johnson,Win,,2017-04-09
Chris-Weidman,Gegard-Mousasi,Loss,Win,2017-04-09
Cynthia-Calvillo,Pearl-Gonzalez,Win,Loss,2017-04-09
Thiago-Alves,Patrick-Cote,Win,Loss,2017-04-09
Will-Brooks,Charles-Oliveira,Loss,Win,2017-04-09
Myles-Jury,Mike-De La Torre,Win,Loss,2017-04-09
Kamaru-Usman,Sean-Strickland,Win,Loss,2017-04-09
Shane-Burgos,Charles-Rosa,Win,Loss,2017-04-09
Patrick-Cummins,Jan-Blachowicz,Win,Loss,2017-04-09
Gregor-Gillespie,Andrew-Holbrook,Win,Loss,2017-04-09
Josh-Emmett,Desmond-Green,Loss,Win,2017-04-09
Katlyn-Chookagian,Irene-Aldana,Win,Loss,2017-04-09
Jenel-Lausa,Magomed-Bibulatov,Loss,Win,2017-04-09
Demetrious-Johnson,Wilson-Reis,Win,Loss,2017-04-16
Rose-Namajunas,Michelle-Waterson,Win,Loss,2017-04-16
Ronaldo-Souza,Robert-Whittaker,Loss,Win,2017-04-16
Jeremy-Stephens,Renato-Moicano,Loss,Win,2017-04-16
Alexander-Volkov,Roy-Nelson,Win,Loss,2017-04-16
Patrick-Williams,Tom-Duquesnoy,Loss,Win,2017-04-16
Bobby-Green,Rashid-Magomedov,Loss,Win,2017-04-16
Louis-Smolka,Tim-Elliott,Loss,Win,2017-04-16
Aljamain-Sterling,Augusto-Mendes,Win,Loss,2017-04-16
Devin-Clark,Jake-Collier,Win,Loss,2017-04-16
Anthony-Smith,Andrew-Sanchez,Win,Loss,2017-04-16
Zak-Cummings,Nathan-Coy,Win,Loss,2017-04-16
Ashlee-Evans-Smith,Ketlen-Vieira,Loss,Win,2017-04-16
Cub-Swanson,Artem-Lobov,Win,Loss,2017-04-23
Al-Iaquinta,Diego-Sanchez,Win,Loss,2017-04-23
Ovince-Saint Preux,Marcos Rogerio-De Lima,Win,Loss,2017-04-23
John-Dodson,Eddie-Wineland,Win,Loss,2017-04-23
Joe-Lauzon,Stevie-Ray,Loss,Win,2017-04-23
Jake-Ellenberger,Mike-Perry,Loss,Win,2017-04-23
Thales-Leites,Sam-Alvey,Win,Loss,2017-04-23
Dustin-Ortiz,Brandon-Moreno,Loss,Win,2017-04-23
Scott-Holtzman,Michael-McBride,Win,Loss,2017-04-23
Jessica-Penne,Danielle-Taylor,Loss,Win,2017-04-23
Alexis-Davis,Cindy-Dandois,Win,Loss,2017-04-23
Bryan-Barberena,Joe-Proctor,Win,Loss,2017-04-23
Hector-Sandoval,Matt-Schnell,Win,Loss,2017-04-23
Stipe-Miocic,Junior-Dos Santos,Win,,2017-05-14
Joanna-Jedrzejczyk,Jessica-Andrade,Win,Loss,2017-05-14
Demian-Maia,Jorge-Masvidal,Win,Loss,2017-05-14
Frankie-Edgar,Yair-Rodriguez,Win,Loss,2017-05-14
Krzysztof-Jotko,David-Branch,Loss,Win,2017-05-14
Eddie-Alvarez,Dustin-Poirier,,,2017-05-14
Chas-Skelly,Jason-Knight,Loss,Win,2017-05-14
Chase-Sherman,Rashad-Coulter,Win,Loss,2017-05-14
James-Vick,Marco Polo-Reyes,Win,Loss,2017-05-14
Jessica-Aguilar,Cortney-Casey,Loss,Win,2017-05-14
Gabriel-Benitez,Enrique-Barzola,Loss,Win,2017-05-14
Joachim-Christensen,Gadzhimurad-Antigulov,Loss,Win,2017-05-14
Alexander-Gustafsson,Glover-Teixeira,Win,Loss,2017-05-28
Volkan-Oezdemir,Misha-Cirkunov,Win,Loss,2017-05-28
Peter-Sobotta,Ben-Saunders,Win,Loss,2017-05-28
Abdul Razak-Alhassan,Omari-Akhmedov,Loss,Win,2017-05-28
Oliver-Enkamp,Nordine-Taleb,Loss,Win,2017-05-28
Jack-Hermansson,Alex-Nicholson,Win,Loss,2017-05-28
Pedro-Munhoz,Damian-Stasiak,Win,Loss,2017-05-28
Trevor-Smith,Chris-Camozzi,Win,Loss,2017-05-28
Reza-Madadi,Joaquim-Silva,Loss,Win,2017-05-28
Nico-Musoke,Bojan-Velickovic,Loss,Win,2017-05-28
Darren-Till,Jessin-Ayari,Win,Loss,2017-05-28
Marcin-Held,Damir-Hadzovic,Loss,Win,2017-05-28
Jose-Aldo,Max-Holloway,Loss,Win,2017-06-03
Claudia-Gadelha,Karolina-Kowalkiewicz,Win,Loss,2017-06-03
Vitor-Belfort,Nate-Marquardt,Win,Loss,2017-06-03
Paulo-Costa,Oluwale-Bamgbose,Win,Loss,2017-06-03
Erick-Silva,Yancy-Medeiros,Loss,Win,2017-06-03
Raphael-Assuncao,Marlon-Moraes,Win,Loss,2017-06-03
Antonio-Carlos Junior,Eric-Spicely,Win,Loss,2017-06-03
Johnny-Eduardo,Matthew-Lopez,Loss,Win,2017-06-03
Iuri-Alcantara,Brian-Kelleher,Loss,Win,2017-06-03
Viviane-Pereira,Jamie-Moyle,Win,Loss,2017-06-03
Luan-Chagas,Jimmy-Wallhead,Win,Loss,2017-06-03
Marco-Beltran,Deiveson-Figueiredo,Loss,Win,2017-06-03
Derrick-Lewis,Mark-Hunt,Loss,Win,2017-06-11
Derek-Brunson,Daniel-Kelly,Win,Loss,2017-06-11
Dan-Hooker,Ross-Pearson,Win,Loss,2017-06-11
Ion-Cutelaba,,Win,Loss,2017-06-11
Tim-Elliott,Ben-Nguyen,Loss,Win,2017-06-11
Alexander-Volkanovski,Mizuto-Hirota,Win,Loss,2017-06-11
Damien-Brown,Vinc-Pichel,Loss,Win,2017-06-11
Luke-Jumeau,Dominique-Steele,Win,Loss,2017-06-11
John-Moraga,Ashkan-Mokhtarian,Win,Loss,2017-06-11
Kiichi-Kunimoto,Zak-Ottow,Loss,Win,2017-06-11
JJ-Aldrich,Chanmi-Jeon,Win,Loss,2017-06-11
Holly-Holm,Bethe-Correia,Win,Loss,2017-06-17
Andrei-Arlovski,Marcin-Tybura,Loss,Win,2017-06-17
Dong Hyun-Ma,Colby-Covington,Loss,Win,2017-06-17
Tarec-Saffiedine,Rafael-Dos Anjos,Loss,Win,2017-06-17
Takanori-Gomi,Jon-Tuck,Loss,Win,2017-06-17
Cyril-Asker,Walt-Harris,Loss,Win,2017-06-17
Alex-Caceres,Rolando-Dy,Win,Loss,2017-06-17
Justin-Scoggins,Ulka-Sasaki,Loss,Win,2017-06-17
Li-Jingliang,Frank-Camacho,Win,Loss,2017-06-17
Kwan Ho-Kwak,Russell-Doane,Loss,Win,2017-06-17
Naoki-Inoue,Carls John-De Tomas,Win,Loss,2017-06-17
Ji Yeon-Kim,Lucie-Pudilova,Loss,Win,2017-06-17
Michael-Chiesa,Kevin-Lee,Loss,Win,2017-06-26
Tim-Boetsch,Johny-Hendricks,Win,Loss,2017-06-26
Felice-Herrig,Justine-Kish,Win,Loss,2017-06-26
Joachim-Christensen,Dominick-Reyes,Loss,Win,2017-06-26
Tim-Means,Alex-Garcia,Win,Loss,2017-06-26
BJ-Penn,Dennis-Siver,Loss,Win,2017-06-26
Clay-Guida,Erik-Koch,Win,Loss,2017-06-26
,Marvin-Vettori,Loss,Win,2017-06-26
Carla-Esparza,Maryna-Moroz,Win,Loss,2017-06-26
Devin-Powell,Darrell-Horcher,Loss,Win,2017-06-26
Jared-Gordon,Michel-Quinones,Win,Loss,2017-06-26
Anthony Rocco-Martin,Johnny-Case,Win,Loss,2017-06-26
Joshua-Stansbury,Jeremy-Kimball,Loss,Win,2017-06-26
Michael-Johnson,Justin-Gaethje,Loss,Win,2017-07-08
Dhiego-Lima,Jesse-Taylor,Loss,Win,2017-07-08
Marc-Diakiese,Drakkar-Klose,Loss,Win,2017-07-08
Jared-Cannonier,Nick-Roehrick,Win,Loss,2017-07-08
Brad-Tavares,Elias-Theodorou,Win,Loss,2017-07-08
Jordan-Johnson,Marcel-Fortuna,Win,Loss,2017-07-08
Angela-Hill,Ashley-Yoder,Win,Loss,2017-07-08
James-Krause,Tom-Gallicchio,Win,Loss,2017-07-08
Ed-Herman,CB-Dollaway,Loss,Win,2017-07-08
Tecia-Torres,Juliana-Lima,Win,Loss,2017-07-08
Gray-Maynard,Teruto-Ishihara,Win,Loss,2017-07-08
Yoel-Romero,Robert-Whittaker,Loss,Win,2017-07-09
Fabricio-Werdum,Alistair-Overeem,Loss,Win,2017-07-09
Daniel-Omielanczuk,Curtis-Blaydes,Loss,Win,2017-07-09
Anthony-Pettis,Jim-Miller,Win,Loss,2017-07-09
Rob-Font,Douglas-Silva de Andrade,Win,Loss,2017-07-09
Travis-Browne,Aleksei-Oleinik,Loss,Win,2017-07-09
Chad-Laprise,Brian-Camozzi,Win,Loss,2017-07-09
Thiago-Santos,Gerald-Meerschaert,Win,Loss,2017-07-09
Jordan-Mein,Belal-Muhammad,Loss,Win,2017-07-09
Cody-Stamann,Terrion-Ware,Win,Loss,2017-07-09
Trevin-Giles,James-Bochnovic,Win,Loss,2017-07-09
Matt-Bessette,Kurt-Holobaugh,Loss,Win,2017-07-12
Greg-Rebello,Zu-Anyanwu,Loss,Win,2017-07-12
Boston-Salmon,Ricky-Turcios,Win,Loss,2017-07-12
Charles-Byrd,Jamie-Pickett,Win,Loss,2017-07-12
Manny-Vazquez,Joby-Sanchez,Loss,Win,2017-07-12
Gunnar-Nelson,Santiago-Ponzinibbio,,,2017-07-16
Joanne-Calderwood,Cynthia-Calvillo,Loss,Win,2017-07-16
Stevie-Ray,Paul-Felder,Loss,Win,2017-07-16
Jack-Marshman,Ryan-Janes,Win,Loss,2017-07-16
Khalil-Rountree Jr.,Paul-Craig,Win,Loss,2017-07-16
James-Mulheron,Justin-Willis,Loss,Win,2017-07-16
Danny-Roberts,Bobby-Nash,Win,Loss,2017-07-16
Alexandre-Pantoja,Neil-Seery,Win,Loss,2017-07-16
Charlie-Ward,Galore-Bofando,Loss,Win,2017-07-16
Danny-Henry,Daniel-Teymur,Win,Loss,2017-07-16
Brett-Johns,Albert-Morales,Win,Loss,2017-07-16
Leslie-Smith,Amanda-Lemos,Win,Loss,2017-07-16
Daniel-Spohn,Angel-De Anda,Win,Loss,2017-07-19
Sean-O'Malley,Alfred-Khashakyan,Win,Loss,2017-07-19
Thanh -Le,Lazar -Stojadinovic,Win,Loss,2017-07-19
Sidney-Outlaw,Michael-Cora,Win,Loss,2017-07-19
CJ-Hamilton,Casey-Kenney,Loss,Win,2017-07-19
Chris-Weidman,Kelvin-Gastelum,Win,Loss,2017-07-23
